date,itemcode,userid,name,asset_class,itemname,quantity,cost_price,cost_value,price,value,wt,group_by,original
2021-08-01,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58030.0,116060.0,58030.0,116060.0,0.16245232179724953,,Rebal
2021-08-01,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,1,101240.0,101240.0,101240.0,101240.0,0.14170836686846064,,Rebal
2021-08-01,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101140.0,202280.0,101140.0,202280.0,0.28313678832627637,,Rebal
2021-08-01,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104495.0,104495.0,104495.0,104495.0,0.14626447842670678,,Rebal
2021-08-01,A273130,A001,안정추구형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109690.0,109690.0,109690.0,109690.0,0.1535360604682087,,Rebal
2021-08-01,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,42485.0,42485.0,42485.0,42485.0,0.05946740385624803,,Rebal
2021-08-01,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,19800.0,19800.0,19800.0,19800.0,0.0277145956538475,,Rebal
2021-08-01,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12165.0,12165.0,12165.0,12165.0,0.017027679602477516,,Rebal
2021-08-01,C000001,A001,안정추구형소규모,Cash,현금,6210.0,1,6210.0,1,6210.0,0.008692305000524897,,Rebal
2021-08-01,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,58030.0,232120.0,58030.0,232120.0,0.23112155488290584,,Rebal
2021-08-01,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101240.0,202480.0,101240.0,202480.0,0.20160904890871437,,Rebal
2021-08-01,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101140.0,202280.0,101140.0,202280.0,0.20140990919228932,,Rebal
2021-08-01,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104495.0,104495.0,104495.0,104495.0,0.10404552333917476,,Rebal
2021-08-01,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109690.0,109690.0,109690.0,109690.0,0.10921817747331528,,Rebal
2021-08-01,A069500,A002,안정추구형중규모,Equity,KODEX 200,2,42485.0,84970.0,42485.0,84970.0,0.08460450852317987,,Rebal
2021-08-01,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,19800.0,39600.0,19800.0,39600.0,0.039429663852158674,,Rebal
2021-08-01,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12165.0,24330.0,12165.0,24330.0,0.02422534650310658,,Rebal
2021-08-01,C000001,A002,안정추구형중규모,Cash,현금,4355.0,1,4355.0,1,4355.0,0.004336267325155329,,Rebal
2021-08-01,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,58030.0,290150.0,58030.0,290150.0,0.2220241192494873,,Rebal
2021-08-01,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101240.0,303720.0,101240.0,303720.0,0.23240794588472957,,Rebal
2021-08-01,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101140.0,303420.0,101140.0,303420.0,0.2321783845000153,,Rebal
2021-08-01,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,1,104495.0,104495.0,104495.0,104495.0,0.07996005631905971,,Rebal
2021-08-01,A273130,A003,안정추구형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109690.0,109690.0,109690.0,109690.0,0.08393529429769521,,Rebal
2021-08-01,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,42485.0,84970.0,42485.0,84970.0,0.06501943619723914,,Rebal
2021-08-01,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,19800.0,59400.0,19800.0,59400.0,0.04545315417342598,,Rebal
2021-08-01,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,3,12165.0,36495.0,12165.0,36495.0,0.02792614245049126,,Rebal
2021-08-01,C000001,A003,안정추구형대규모,Cash,현금,14500.0,1,14500.0,1,14500.0,0.011095466927856509,,Rebal
2021-08-01,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,58030.0,174090.0,58030.0,174090.0,0.2420387478884695,,Rebal
2021-08-01,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,122445.0,122445.0,122445.0,122445.0,0.1702362828720986,,Rebal
2021-08-01,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,42485.0,127455.0,42485.0,127455.0,0.17720172676273696,,Rebal
2021-08-01,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,5,19800.0,99000.0,19800.0,99000.0,0.13764050801860234,,Rebal
2021-08-01,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109690.0,109690.0,109690.0,109690.0,0.15250290226828778,,Rebal
2021-08-01,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,19150.0,57450.0,19150.0,57450.0,0.07987320389564347,,Rebal
2021-08-01,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,2,12165.0,24330.0,12165.0,24330.0,0.033826197576692876,,Rebal
2021-08-01,C000001,A004,위험중립형소규모,Cash,현금,4805.0,1,4805.0,1,4805.0,0.006680430717468527,,Rebal
2021-08-01,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58030.0,232120.0,58030.0,232120.0,0.22560673360094083,,Rebal
2021-08-01,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,122445.0,244890.0,122445.0,244890.0,0.23801840854529727,,Rebal
2021-08-01,A069500,A005,위험중립형중규모,Equity,KODEX 200,5,42485.0,212425.0,42485.0,212425.0,0.20646437353601524,,Rebal
2021-08-01,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,7,19800.0,138600.0,19800.0,138600.0,0.13471089642034464,,Rebal
2021-08-01,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109690.0,109690.0,109690.0,109690.0,0.10661210842963639,,Rebal
2021-08-01,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,4,19150.0,76600.0,19150.0,76600.0,0.07445061086434632,,Rebal
2021-08-01,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,1,12165.0,12165.0,12165.0,12165.0,0.01182365119014064,,Rebal
2021-08-01,C000001,A005,위험중립형중규모,Cash,현금,2380.0,1,2380.0,1,2380.0,0.0023132174132786455,,Rebal
2021-08-01,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58030.0,290150.0,58030.0,290150.0,0.2168859321273733,,Rebal
2021-08-01,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,122445.0,367335.0,122445.0,367335.0,0.27458140230228734,,Rebal
2021-08-01,A069500,A006,위험중립형대규모,Equity,KODEX 200,6,42485.0,254910.0,42485.0,254910.0,0.19054417700702647,,Rebal
2021-08-01,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,19800.0,158400.0,19800.0,158400.0,0.11840334878158171,,Rebal
2021-08-01,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109690.0,109690.0,109690.0,109690.0,0.08199282403946778,,Rebal
2021-08-01,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,19150.0,114900.0,19150.0,114900.0,0.08588727761997308,,Rebal
2021-08-01,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12165.0,36495.0,12165.0,36495.0,0.027279862460756466,,Rebal
