date,itemcode,userid,name,asset_class,itemname,quantity,cost_price,cost_value,price,value,wt,group_by,original
2021-09-01,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58140.0,116280.0,58140.0,116280.0,0.1625622994708477,,Rebal
2021-09-01,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,1,101265.0,101265.0,101265.0,101265.0,0.1415709602331905,,Rebal
2021-09-01,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101190.0,202380.0,101190.0,202380.0,0.28293221677769315,,Rebal
2021-09-01,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104535.0,104535.0,104535.0,104535.0,0.14614250064658638,,Rebal
2021-09-01,A273130,A001,안정추구형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109870.0,109870.0,109870.0,109870.0,0.1536009618409188,,Rebal
2021-09-01,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,41985.0,41985.0,41985.0,41985.0,0.058696062463738735,,Rebal
2021-09-01,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,20640.0,20640.0,20640.0,20640.0,0.02885522756345284,,Rebal
2021-09-01,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12130.0,12130.0,12130.0,12130.0,0.016958038291893556,,Rebal
2021-09-01,C000001,A001,안정추구형소규모,Cash,현금,6210.0,1,6210.0,1,6210.0,0.008681732711678398,,Rebal
2021-09-01,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,58140.0,232560.0,58140.0,232560.0,0.23123272416330265,,Rebal
2021-09-01,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101265.0,202530.0,101265.0,202530.0,0.2013741125937121,,Rebal
2021-09-01,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101190.0,202380.0,101190.0,202380.0,0.20122496867977807,,Rebal
2021-09-01,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104535.0,104535.0,104535.0,104535.0,0.10393839362061766,,Rebal
2021-09-01,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109870.0,109870.0,109870.0,109870.0,0.10924294549287092,,Rebal
2021-09-01,A069500,A002,안정추구형중규모,Equity,KODEX 200,2,41985.0,83970.0,41985.0,83970.0,0.08349076302026369,,Rebal
2021-09-01,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,20640.0,41280.0,20640.0,41280.0,0.041044405114641955,,Rebal
2021-09-01,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12130.0,24260.0,12130.0,24260.0,0.02412154234692863,,Rebal
2021-09-01,C000001,A002,안정추구형중규모,Cash,현금,4355.0,1,4355.0,1,4355.0,0.004330144967884344,,Rebal
2021-09-01,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,58140.0,290700.0,58140.0,290700.0,0.22203551651708994,,Rebal
2021-09-01,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101265.0,303795.0,101265.0,303795.0,0.23203742600725608,,Rebal
2021-09-01,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101190.0,303570.0,101190.0,303570.0,0.23186557189230475,,Rebal
2021-09-01,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,1,104535.0,104535.0,104535.0,104535.0,0.0798434218063777,,Rebal
2021-09-01,A273130,A003,안정추구형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109870.0,109870.0,109870.0,109870.0,0.08391827382088982,,Rebal
2021-09-01,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,41985.0,83970.0,41985.0,83970.0,0.06413595569982815,,Rebal
2021-09-01,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,20640.0,61920.0,20640.0,61920.0,0.04729425243459996,,Rebal
2021-09-01,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,3,12130.0,36390.0,12130.0,36390.0,0.02779453885812488,,Rebal
2021-09-01,C000001,A003,안정추구형대규모,Cash,현금,14500.0,1,14500.0,1,14500.0,0.011075042963528738,,Rebal
2021-09-01,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,58140.0,174420.0,58140.0,174420.0,0.24200967095176318,,Rebal
2021-09-01,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,122270.0,122270.0,122270.0,122270.0,0.16965097160458711,,Rebal
2021-09-01,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,41985.0,125955.0,41985.0,125955.0,0.17476394968885064,,Rebal
2021-09-01,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,5,20640.0,103200.0,20640.0,103200.0,0.1431911365796466,,Rebal
2021-09-01,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,109870.0,109870.0,109870.0,109870.0,0.15244583503881562,,Rebal
2021-09-01,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,18645.0,55935.0,18645.0,55935.0,0.07761042853277648,,Rebal
