date,itemcode,userid,name,asset_class,itemname,quantity,cost_price,cost_value,price,value,wt,group_by,original
2021-10-01,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,57760.0,115520.0,57760.0,115520.0,0.16243883233027728,,Rebal
2021-10-01,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,1,101265.0,101265.0,101265.0,101265.0,0.14239411665448,,Rebal
2021-10-01,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101245.0,202490.0,101245.0,202490.0,0.28473198717588166,,Rebal
2021-10-01,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104605.0,104605.0,104605.0,104605.0,0.1470906687665223,,Rebal
2021-10-01,A273130,A001,안정추구형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108380.0,108380.0,108380.0,108380.0,0.15239889757579167,,Rebal
2021-10-01,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,40195.0,40195.0,40195.0,40195.0,0.056520332977107825,,Rebal
2021-10-01,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,20335.0,20335.0,20335.0,20335.0,0.02859412790370662,,Rebal
2021-10-01,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12160.0,12160.0,12160.0,12160.0,0.017098824455818663,,Rebal
2021-10-01,C000001,A001,안정추구형소규모,Cash,현금,6210.0,1,6210.0,1,6210.0,0.008732212160413972,,Rebal
2021-10-01,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,57760.0,231040.0,57760.0,231040.0,0.23132221309998197,,Rebal
2021-10-01,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101265.0,202530.0,101265.0,202530.0,0.20277738841386492,,Rebal
2021-10-01,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101245.0,202490.0,101245.0,202490.0,0.20273733955425619,,Rebal
2021-10-01,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104605.0,104605.0,104605.0,104605.0,0.1047327739842608,,Rebal
2021-10-01,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108380.0,108380.0,108380.0,108380.0,0.10851238510983399,,Rebal
2021-10-01,A069500,A002,안정추구형중규모,Equity,KODEX 200,2,40195.0,80390.0,40195.0,80390.0,0.08048819559863032,,Rebal
2021-10-01,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,20335.0,40670.0,20335.0,40670.0,0.04071967800716875,,Rebal
2021-10-01,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12160.0,24320.0,12160.0,24320.0,0.024349706642103366,,Rebal
2021-10-01,C000001,A002,안정추구형중규모,Cash,현금,4355.0,1,4355.0,1,4355.0,0.004360319589899677,,Rebal
2021-10-01,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,57760.0,288800.0,57760.0,288800.0,0.22186542110640783,,Rebal
2021-10-01,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101265.0,303795.0,101265.0,303795.0,0.23338506095921455,,Rebal
2021-10-01,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101245.0,303735.0,101245.0,303735.0,0.233338967035162,,Rebal
2021-10-01,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,1,104605.0,104605.0,104605.0,104605.0,0.08036091542533168,,Rebal
2021-10-01,A273130,A003,안정추구형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108380.0,108380.0,108380.0,108380.0,0.08326099148030637,,Rebal
2021-10-01,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,40195.0,80390.0,40195.0,80390.0,0.06175817590977883,,Rebal
2021-10-01,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,20335.0,61005.0,20335.0,61005.0,0.04686599728045848,,Rebal
2021-10-01,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,3,12160.0,36480.0,12160.0,36480.0,0.028025105823967306,,Rebal
2021-10-01,C000001,A003,안정추구형대규모,Cash,현금,14500.0,1,14500.0,1,14500.0,0.011139364979372969,,Rebal
2021-10-01,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,57760.0,173280.0,57760.0,173280.0,0.24717386187762555,,Rebal
2021-10-01,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,119220.0,119220.0,119220.0,119220.0,0.17006040981677353,,Rebal
2021-10-01,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,40195.0,120585.0,40195.0,120585.0,0.1720075030846807,,Rebal
2021-10-01,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,5,20335.0,101675.0,20335.0,101675.0,0.14503348572488214,,Rebal
2021-10-01,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108380.0,108380.0,108380.0,108380.0,0.15459777902987681,,Rebal
2021-10-01,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,4,16260.0,65040.0,16260.0,65040.0,0.09277578472138022,,Rebal
2021-10-01,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12160.0,12160.0,12160.0,12160.0,0.017345534166850914,,Rebal
2021-10-01,C000001,A004,위험중립형소규모,Cash,현금,705.0,1,705.0,1,705.0,0.0010056415779300901,,Rebal
2021-10-01,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,57760.0,231040.0,57760.0,231040.0,0.23134537589618295,,Rebal
2021-10-01,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119220.0,238440.0,119220.0,238440.0,0.23875515680698522,,Rebal
2021-10-01,A069500,A005,위험중립형중규모,Equity,KODEX 200,5,40195.0,200975.0,40195.0,200975.0,0.20124063764168704,,Rebal
2021-10-01,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,20335.0,122010.0,20335.0,122010.0,0.12217126607121401,,Rebal
2021-10-01,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108380.0,108380.0,108380.0,108380.0,0.10852325069091201,,Rebal
2021-10-01,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16260.0,81300.0,16260.0,81300.0,0.08140745784435455,,Rebal
2021-10-01,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,1,12160.0,12160.0,12160.0,12160.0,0.012176072415588577,,Rebal
2021-10-01,C000001,A005,위험중립형중규모,Cash,현금,4375.0,1,4375.0,1,4375.0,0.00438078263307566,,Rebal
2021-10-01,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,57760.0,288800.0,57760.0,288800.0,0.22238478419897587,,Rebal
2021-10-01,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119220.0,357660.0,119220.0,357660.0,0.27540907865860703,,Rebal
2021-10-01,A069500,A006,위험중립형대규모,Equity,KODEX 200,6,40195.0,241170.0,40195.0,241170.0,0.18570823547530127,,Rebal
2021-10-01,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,20335.0,162680.0,20335.0,162680.0,0.12526854810765026,,Rebal
2021-10-01,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108380.0,108380.0,108380.0,108380.0,0.08345589650791206,,Rebal
2021-10-01,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,7,16260.0,113820.0,16260.0,113820.0,0.08764486197204789,,Rebal
2021-10-01,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,2,12160.0,24320.0,12160.0,24320.0,0.01872713972201902,,Rebal
